source_list,source_section,name,id,level,total,max_life,profile_url,strength,defense,speed,dexterity
Torn Forum Leveling Targets,Targets under 1000 estimated stats,hottrop1cs,2017588,9,490,357,https://www.torn.com/profiles.php?XID=2017588,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,dan231,607936,9,490,325,https://www.torn.com/profiles.php?XID=607936,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Magmamike,2480194,7,500,275,https://www.torn.com/profiles.php?XID=2480194,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,SteelGiant55,1877247,10,510,375,https://www.torn.com/profiles.php?XID=1877247,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,ProsterX,2054981,12,510,498,https://www.torn.com/profiles.php?XID=2054981,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Jc0up1,2584491,10,510,375,https://www.torn.com/profiles.php?XID=2584491,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Seroth,1959171,11,540,425,https://www.torn.com/profiles.php?XID=1959171,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,darak,1172316,11,550,425,https://www.torn.com/profiles.php?XID=1172316,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,HighStandard,1593669,7,550,262,https://www.torn.com/profiles.php?XID=1593669,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,alex69,308586,16,550,675,https://www.torn.com/profiles.php?XID=308586,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,killer599,1547570,6,560,225,https://www.torn.com/profiles.php?XID=1547570,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,croceus,2210297,5,560,200,https://www.torn.com/profiles.php?XID=2210297,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,-snake-,243187,9,570,325,https://www.torn.com/profiles.php?XID=243187,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,minnset,1529816,13,570,525,https://www.torn.com/profiles.php?XID=1529816,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,determanator,894205,24,590,1128,https://www.torn.com/profiles.php?XID=894205,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Killer-dude,183461,15,610,625,https://www.torn.com/profiles.php?XID=183461,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,HELLSANGELS,2174070,7,620,250,https://www.torn.com/profiles.php?XID=2174070,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,rmf5,1630600,9,620,325,https://www.torn.com/profiles.php?XID=1630600,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,123peter123,898786,10,630,375,https://www.torn.com/profiles.php?XID=898786,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,muhdsyahmi,1207369,7,640,250,https://www.torn.com/profiles.php?XID=1207369,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Clouddjudgement,2203266,8,640,275,https://www.torn.com/profiles.php?XID=2203266,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,-kubur-,1038959,5,650,200,https://www.torn.com/profiles.php?XID=1038959,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,kronikblueslims,1711254,8,650,275,https://www.torn.com/profiles.php?XID=1711254,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,takeuchi,1299109,17,680,725,https://www.torn.com/profiles.php?XID=1299109,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,vic-vinegar,2544933,11,690,510,https://www.torn.com/profiles.php?XID=2544933,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,SirNessyUK,1998669,15,690,625,https://www.torn.com/profiles.php?XID=1998669,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,spack,315311,11,690,425,https://www.torn.com/profiles.php?XID=315311,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,wras,756876,21,690,925,https://www.torn.com/profiles.php?XID=756876,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,BigBoss003,2131929,8,700,275,https://www.torn.com/profiles.php?XID=2131929,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,im_not_right,2051125,14,710,603,https://www.torn.com/profiles.php?XID=2051125,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,dirklinus,2163929,12,710,498,https://www.torn.com/profiles.php?XID=2163929,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Ihmissusi,2178469,10,720,375,https://www.torn.com/profiles.php?XID=2178469,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,JACKARDA,1553834,5,720,200,https://www.torn.com/profiles.php?XID=1553834,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Swordplay,2057980,10,760,431,https://www.torn.com/profiles.php?XID=2057980,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,--Rangers-1--,338506,8,760,275,https://www.torn.com/profiles.php?XID=338506,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,DrScience,2260745,6,780,236,https://www.torn.com/profiles.php?XID=2260745,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,rizwan123,1010931,11,780,425,https://www.torn.com/profiles.php?XID=1010931,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,gandu514,1510988,12,810,475,https://www.torn.com/profiles.php?XID=1510988,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,ARK_ANGEL53,1006204,12,830,475,https://www.torn.com/profiles.php?XID=1006204,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Foebia,1757698,15,830,656,https://www.torn.com/profiles.php?XID=1757698,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Swirmy_worm,2186730,7,860,262,https://www.torn.com/profiles.php?XID=2186730,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Xasy,2097823,9,870,325,https://www.torn.com/profiles.php?XID=2097823,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,Loyawhat,2276768,9,890,325,https://www.torn.com/profiles.php?XID=2276768,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,WickedMickey,2148816,10,890,412,https://www.torn.com/profiles.php?XID=2148816,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,-Damaged-,501730,15,900,625,https://www.torn.com/profiles.php?XID=501730,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,-Heather,1722363,5,930,200,https://www.torn.com/profiles.php?XID=1722363,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,-D-K-,1323114,5,950,200,https://www.torn.com/profiles.php?XID=1323114,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,hbcg123,1543961,10,960,412,https://www.torn.com/profiles.php?XID=1543961,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets under 1000 estimated stats,AidStar1993,1946887,16,980,708,https://www.torn.com/profiles.php?XID=1946887,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,rahuldugu,1628312,13,1000,551,https://www.torn.com/profiles.php?XID=1628312,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,carmz,1586482,12,1000,475,https://www.torn.com/profiles.php?XID=1586482,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Ixqt,2300818,10,1000,375,https://www.torn.com/profiles.php?XID=2300818,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,daddy-o,583140,11,1000,425,https://www.torn.com/profiles.php?XID=583140,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,EusonDu,2059630,10,1000,375,https://www.torn.com/profiles.php?XID=2059630,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,mycurrency,1816798,9,1000,325,https://www.torn.com/profiles.php?XID=1816798,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Kilo-teach,2072413,13,1000,525,https://www.torn.com/profiles.php?XID=2072413,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,SHARK-X,1329589,13,1000,551,https://www.torn.com/profiles.php?XID=1329589,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,samcrafter,1872877,14,1000,603,https://www.torn.com/profiles.php?XID=1872877,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,02kinga,519108,10,1000,375,https://www.torn.com/profiles.php?XID=519108,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,dirtyghettoboi,625497,12,1000,475,https://www.torn.com/profiles.php?XID=625497,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Spongebobscuzin,1521739,21,1020,925,https://www.torn.com/profiles.php?XID=1521739,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ameliy,1838203,10,1030,375,https://www.torn.com/profiles.php?XID=1838203,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,BooSt,48592,16,1080,675,https://www.torn.com/profiles.php?XID=48592,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,harry9876,1118454,16,1260,675,https://www.torn.com/profiles.php?XID=1118454,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,songorobert,67008,10,1500,375,https://www.torn.com/profiles.php?XID=67008,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,immigrant-tom,949530,7,1530,250,https://www.torn.com/profiles.php?XID=949530,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Shadow7,2020613,11,1540,467,https://www.torn.com/profiles.php?XID=2020613,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,thepoo,859818,22,1560,975,https://www.torn.com/profiles.php?XID=859818,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,SatansWaffles88,2438098,12,1620,498,https://www.torn.com/profiles.php?XID=2438098,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,LiLinsomniak,2210072,9,1760,325,https://www.torn.com/profiles.php?XID=2210072,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ChrisMadeMeDoIt,64438,17,1930,725,https://www.torn.com/profiles.php?XID=64438,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,xclarkyII,1746183,10,2000,375,https://www.torn.com/profiles.php?XID=1746183,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,-harvey-,785916,19,2000,825,https://www.torn.com/profiles.php?XID=785916,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Daddy_Freshnugz,1546057,14,2000,575,https://www.torn.com/profiles.php?XID=1546057,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Rhokdar,2509819,10,2000,375,https://www.torn.com/profiles.php?XID=2509819,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,-Ms-Money,1671783,10,2120,375,https://www.torn.com/profiles.php?XID=1671783,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,tedkaduce,1862602,12,2180,475,https://www.torn.com/profiles.php?XID=1862602,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ajc79813,1297161,18,2250,775,https://www.torn.com/profiles.php?XID=1297161,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,dean33,355839,15,2610,625,https://www.torn.com/profiles.php?XID=355839,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,hypermegmeg,368042,27,2690,1225,https://www.torn.com/profiles.php?XID=368042,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,grandxoon,1073279,14,2700,603,https://www.torn.com/profiles.php?XID=1073279,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ThaUncleJoe,1768665,12,2800,475,https://www.torn.com/profiles.php?XID=1768665,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,GypsyW13,2153320,11,2810,510,https://www.torn.com/profiles.php?XID=2153320,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Charles_Rogers,1583793,11,2830,425,https://www.torn.com/profiles.php?XID=1583793,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,terbex,1784033,11,2860,425,https://www.torn.com/profiles.php?XID=1784033,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,KiNg20,954335,10,2990,375,https://www.torn.com/profiles.php?XID=954335,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Killa6497,248664,12,3000,475,https://www.torn.com/profiles.php?XID=248664,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ghettolad,247192,23,3000,1025,https://www.torn.com/profiles.php?XID=247192,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,sexybitch987,423483,22,3000,1072,https://www.torn.com/profiles.php?XID=423483,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Molleexoxo,1727112,11,3030,467,https://www.torn.com/profiles.php?XID=1727112,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,aungaunghtun,1695668,10,3150,375,https://www.torn.com/profiles.php?XID=1695668,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Relyks_Doog,2460665,22,3260,975,https://www.torn.com/profiles.php?XID=2460665,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,gurugeorge,357085,12,3290,475,https://www.torn.com/profiles.php?XID=357085,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,SheepdogX,2209852,13,3400,577,https://www.torn.com/profiles.php?XID=2209852,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Ringworm,1670419,5,3450,200,https://www.torn.com/profiles.php?XID=1670419,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,trukia,1667744,16,3530,742,https://www.torn.com/profiles.php?XID=1667744,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Kasume,1423243,22,3570,1023,https://www.torn.com/profiles.php?XID=1423243,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,slaterfan123,493735,15,3800,625,https://www.torn.com/profiles.php?XID=493735,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,DamonDolittle,559654,23,4000,1127,https://www.torn.com/profiles.php?XID=559654,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,tOku_1,372349,23,4000,1076,https://www.torn.com/profiles.php?XID=372349,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Kirsikka,1959188,11,4020,425,https://www.torn.com/profiles.php?XID=1959188,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Satoeng,376733,11,4040,425,https://www.torn.com/profiles.php?XID=376733,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,goeringz,1731652,13,4140,577,https://www.torn.com/profiles.php?XID=1731652,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Anubispt,1559455,16,4290,877,https://www.torn.com/profiles.php?XID=1559455,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Sipio666,1873086,16,4370,675,https://www.torn.com/profiles.php?XID=1873086,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,GypsyGodess,2151979,16,4650,742,https://www.torn.com/profiles.php?XID=2151979,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,grafixswed,1198138,23,4730,1025,https://www.torn.com/profiles.php?XID=1198138,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ShaoPingPing,1692104,14,4950,575,https://www.torn.com/profiles.php?XID=1692104,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,FireFighter194,28,20,5000,875,https://www.torn.com/profiles.php?XID=28,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,NMPhotoGuy,2122540,18,5010,775,https://www.torn.com/profiles.php?XID=2122540,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Anaksunamun,444441,17,5020,725,https://www.torn.com/profiles.php?XID=444441,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,-The_Assassin-,970577,24,5090,1075,https://www.torn.com/profiles.php?XID=970577,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ToddHoward,2161354,17,5310,725,https://www.torn.com/profiles.php?XID=2161354,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,A_Real_Pink_Pie,680206,12,6000,475,https://www.torn.com/profiles.php?XID=680206,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,CrazyMarcus,2360158,15,6190,625,https://www.torn.com/profiles.php?XID=2360158,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Mischa,242359,17,6520,725,https://www.torn.com/profiles.php?XID=242359,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,pinkbutterfly,351064,13,6540,525,https://www.torn.com/profiles.php?XID=351064,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,gigatare,143556,18,6830,775,https://www.torn.com/profiles.php?XID=143556,Unknown,Unknown,Unknown,Unknown
