id,name,level,total,profile_url,sources
672351,opcouger,27,23300,https://www.torn.com/profiles.php?XID=672351,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
1383966,rowej,27,40000,https://www.torn.com/profiles.php?XID=1383966,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
1950897,_Loki_,27,50000,https://www.torn.com/profiles.php?XID=1950897,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
1330199,lizuan,27,58000,https://www.torn.com/profiles.php?XID=1330199,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
478639,ladyl06998,27,61000,https://www.torn.com/profiles.php?XID=478639,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
476620,james2503,26,129,https://www.torn.com/profiles.php?XID=476620,Baldr's List 1 | Legacy List 10
807823,wilash,26,134,https://www.torn.com/profiles.php?XID=807823,Baldr's List 1 | Legacy List 4
472351,iBennett,26,138,https://www.torn.com/profiles.php?XID=472351,Baldr's List 1 | Legacy List 8
1379450,nathwin,26,283,https://www.torn.com/profiles.php?XID=1379450,Baldr's List 1 | Legacy List 12
796316,raysil,26,314,https://www.torn.com/profiles.php?XID=796316,Baldr's List 1 | Legacy List 13
316768,ilekilluall8,26,335,https://www.torn.com/profiles.php?XID=316768,Baldr's List 1 | Legacy List 9
153910,soldierx,26,356,https://www.torn.com/profiles.php?XID=153910,Baldr's List 1 | Legacy List 1
76096,DevilsBlood,26,371,https://www.torn.com/profiles.php?XID=76096,Baldr's List 1 | Legacy List 5
659852,mikeycallin1,26,437,https://www.torn.com/profiles.php?XID=659852,Baldr's List 1 | Legacy List 11
738073,warriorscode,26,459,https://www.torn.com/profiles.php?XID=738073,Baldr's List 1 | Legacy List 2
284536,whiteshadow,26,527,https://www.torn.com/profiles.php?XID=284536,Baldr's List 1 | Legacy List 3
263120,halfblood93,26,805,https://www.torn.com/profiles.php?XID=263120,Baldr's List 1 | Legacy List 7
729174,fortunecookie,26,936,https://www.torn.com/profiles.php?XID=729174,Baldr's List 1 | Legacy List 6
498729,BiGPiMP23,26,"1,048",https://www.torn.com/profiles.php?XID=498729,Baldr's Extra List 1
353885,andy1990,26,"1,385",https://www.torn.com/profiles.php?XID=353885,Baldr's Extra List 1
514096,PyroManiacX,26,"1,512",https://www.torn.com/profiles.php?XID=514096,Baldr's Extra List 1
753853,Jack81,26,"1,669",https://www.torn.com/profiles.php?XID=753853,Baldr's Extra List 1
458343,sunflower_jen,26,"1,676",https://www.torn.com/profiles.php?XID=458343,Baldr's Extra List 1
464918,aditzs,26,"1,843",https://www.torn.com/profiles.php?XID=464918,Baldr's Extra List 1
340581,StoneColdstunna,26,"2,045",https://www.torn.com/profiles.php?XID=340581,Baldr's Extra List 1
251077,richchoe,26,"2,063",https://www.torn.com/profiles.php?XID=251077,Baldr's Extra List 1
237866,candy_man,26,"2,345",https://www.torn.com/profiles.php?XID=237866,Baldr's Extra List 1
451695,spires27,26,"2,675",https://www.torn.com/profiles.php?XID=451695,Baldr's Extra List 1
953808,Gazellee,26,"2,869",https://www.torn.com/profiles.php?XID=953808,Baldr's Extra List 1
162476,snachy,26,"3,123",https://www.torn.com/profiles.php?XID=162476,Baldr's Extra List 1
802907,Sparta3,26,"3,174",https://www.torn.com/profiles.php?XID=802907,Baldr's Extra List 1
800608,Raiden46,26,"3,198",https://www.torn.com/profiles.php?XID=800608,Baldr's Extra List 1
571371,Aragorn145,26,3.2k,https://www.torn.com/profiles.php?XID=571371,Legacy List 4
67254,Nekroman,26,"3,555",https://www.torn.com/profiles.php?XID=67254,Baldr's Extra List 1
147082,trenty005,26,"3,587",https://www.torn.com/profiles.php?XID=147082,Baldr's Extra List 1
792900,Allault,26,"3,682",https://www.torn.com/profiles.php?XID=792900,Baldr's Extra List 1
275866,whitefang,26,"3,700",https://www.torn.com/profiles.php?XID=275866,Baldr's Extra List 1
112024,lucia928,26,"3,741",https://www.torn.com/profiles.php?XID=112024,Baldr's Extra List 1
45179,elecenter,26,"4,104",https://www.torn.com/profiles.php?XID=45179,Baldr's Extra List 1
365986,diabrete,26,"4,405",https://www.torn.com/profiles.php?XID=365986,Baldr's Extra List 1
313353,Wolf_Dogg,26,"5,306",https://www.torn.com/profiles.php?XID=313353,Baldr's Extra List 1
264257,SOCA,26,"5,425",https://www.torn.com/profiles.php?XID=264257,Baldr's Extra List 1
17003,furby140,26,"8,141",https://www.torn.com/profiles.php?XID=17003,Baldr's Extra List 1
464079,Strapnel,26,"11,953",https://www.torn.com/profiles.php?XID=464079,Baldr's Extra List 1
8912,PIMPJUICE,26,24500,https://www.torn.com/profiles.php?XID=8912,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
559133,kumang,26,27500,https://www.torn.com/profiles.php?XID=559133,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
1404388,ky0ya_hIbarI,26,32000,https://www.torn.com/profiles.php?XID=1404388,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
700478,-Redemption-,26,48000,https://www.torn.com/profiles.php?XID=700478,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
2000099,useyou,26,52000,https://www.torn.com/profiles.php?XID=2000099,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
342150,tygerbomb,26,"2,120,394",https://www.torn.com/profiles.php?XID=342150,Baldr's Extra List 1
1489357,Aceraven,25,234,https://www.torn.com/profiles.php?XID=1489357,Baldr's List 1 | Legacy List 11
669996,Boylinger,25,266,https://www.torn.com/profiles.php?XID=669996,Baldr's List 1 | Legacy List 13
191060,nemesis2000,25,294,https://www.torn.com/profiles.php?XID=191060,Baldr's List 1 | Legacy List 11
454302,heva07,25,333,https://www.torn.com/profiles.php?XID=454302,Baldr's List 1 | Legacy List 6
1199189,Bob_the_butler,25,437,https://www.torn.com/profiles.php?XID=1199189,Baldr's List 1 | Legacy List 11
485156,ckirklin,25,459,https://www.torn.com/profiles.php?XID=485156,Baldr's List 1 | Legacy List 5
1399310,theking99218,25,481,https://www.torn.com/profiles.php?XID=1399310,Baldr's List 1 | Legacy List 2
581300,srfshannon,25,504,https://www.torn.com/profiles.php?XID=581300,Baldr's List 1 | Legacy List 13
211286,andre_xavier,25,574,https://www.torn.com/profiles.php?XID=211286,Baldr's List 1 | Legacy List 4
469582,CasterZ,25,624,https://www.torn.com/profiles.php?XID=469582,Baldr's List 1 | Legacy List 2
652354,-Diablo-,25,650,https://www.torn.com/profiles.php?XID=652354,Baldr's List 1 | Legacy List 9
781161,xZULUx,25,676,https://www.torn.com/profiles.php?XID=781161,Baldr's List 1 | Legacy List 3
491724,indo,25,716,https://www.torn.com/profiles.php?XID=491724,Baldr's List 1 | Legacy List 7
233040,kracker65,25,719,https://www.torn.com/profiles.php?XID=233040,Baldr's List 1 | Legacy List 8
688148,terrence_taylor,25,824,https://www.torn.com/profiles.php?XID=688148,Baldr's List 1 | Legacy List 1
442427,Man-u-4-Life,25,846,https://www.torn.com/profiles.php?XID=442427,Baldr's List 1 | Legacy List 9
588113,Morphine2man,25,936,https://www.torn.com/profiles.php?XID=588113,Baldr's List 1 | Legacy List 10
669588,PRlNCE,25,970,https://www.torn.com/profiles.php?XID=669588,Baldr's List 1 | Legacy List 12
280295,samsta,25,"1,008",https://www.torn.com/profiles.php?XID=280295,Baldr's Extra List 2
660205,mrmikeyh,25,"1,111",https://www.torn.com/profiles.php?XID=660205,Baldr's Extra List 2
478962,Mrfootey,25,"1,213",https://www.torn.com/profiles.php?XID=478962,Baldr's Extra List 2
229632,bfg1,25,"1,272",https://www.torn.com/profiles.php?XID=229632,Baldr's Extra List 2
488384,PeachMentos,25,"1,275",https://www.torn.com/profiles.php?XID=488384,Baldr's Extra List 2
465467,s3nGz,25,"1,297",https://www.torn.com/profiles.php?XID=465467,Baldr's Extra List 2
382338,babytaz1987,25,1.3k,https://www.torn.com/profiles.php?XID=382338,Baldr's Extra List 2 | Legacy List 9
381995,381995,25,"1,347",https://www.torn.com/profiles.php?XID=381995,Baldr's Extra List 2
342907,Nocturnal,25,"1,416",https://www.torn.com/profiles.php?XID=342907,Baldr's Extra List 2
190695,Samanosuke,25,"1,436",https://www.torn.com/profiles.php?XID=190695,Baldr's Extra List 2
432474,UzumakiDan,25,"1,542",https://www.torn.com/profiles.php?XID=432474,Baldr's Extra List 2
1177887,rafamoulima,25,"1,666",https://www.torn.com/profiles.php?XID=1177887,Baldr's Extra List 2
451753,ODD-E-CEED,25,"1,677",https://www.torn.com/profiles.php?XID=451753,Baldr's Extra List 2
83039,Takayte,25,"1,693",https://www.torn.com/profiles.php?XID=83039,Baldr's Extra List 2
421949,DonJuanMatus,25,"1,702",https://www.torn.com/profiles.php?XID=421949,Baldr's Extra List 2
740967,mickblue1,25,"1,710",https://www.torn.com/profiles.php?XID=740967,Baldr's Extra List 2
470180,Vashyron,25,"1,729",https://www.torn.com/profiles.php?XID=470180,Baldr's Extra List 2
1082559,Carpathia,25,"1,755",https://www.torn.com/profiles.php?XID=1082559,Baldr's Extra List 2
644384,thechosen,25,"1,755",https://www.torn.com/profiles.php?XID=644384,Baldr's Extra List 2
484743,mafia80,25,"1,794",https://www.torn.com/profiles.php?XID=484743,Baldr's Extra List 2
281747,dark_fart,25,1.9k,https://www.torn.com/profiles.php?XID=281747,Baldr's Extra List 2 | Legacy List 10
1210736,Semyon,25,"1,902",https://www.torn.com/profiles.php?XID=1210736,Baldr's Extra List 2
938350,smalltownboy,25,"1,974",https://www.torn.com/profiles.php?XID=938350,Baldr's Extra List 2
905822,jmsmnch,25,"2,073",https://www.torn.com/profiles.php?XID=905822,Baldr's Extra List 2
14092,Cyrus,25,"2,103",https://www.torn.com/profiles.php?XID=14092,Baldr's Extra List 2
232564,MastaDon,25,"2,143",https://www.torn.com/profiles.php?XID=232564,Baldr's Extra List 2
768356,Chrissy_M_,25,2.2k,https://www.torn.com/profiles.php?XID=768356,Baldr's Extra List 2 | Legacy List 4
330496,SUB_Z3RO,25,"2,312",https://www.torn.com/profiles.php?XID=330496,Baldr's Extra List 2
668705,thatboyb,25,"2,350",https://www.torn.com/profiles.php?XID=668705,Baldr's Extra List 2
758810,chrischris987,25,"2,399",https://www.torn.com/profiles.php?XID=758810,Baldr's Extra List 2
343321,AzNMafiA,25,"2,512",https://www.torn.com/profiles.php?XID=343321,Baldr's Extra List 2
65146,andrea,25,"2,544",https://www.torn.com/profiles.php?XID=65146,Baldr's Extra List 2
372870,cripaustin,25,"2,638",https://www.torn.com/profiles.php?XID=372870,Baldr's Extra List 2
983447,Skieth,25,"2,764",https://www.torn.com/profiles.php?XID=983447,Baldr's Extra List 2
498180,Cudda_1480,25,2.8k,https://www.torn.com/profiles.php?XID=498180,Legacy List 8
384786,Xec,25,"3,001",https://www.torn.com/profiles.php?XID=384786,Baldr's Extra List 2
748608,FREQUENCY,25,3.3k,https://www.torn.com/profiles.php?XID=748608,Legacy List 8
575176,rhodesnyomi,25,"3,318",https://www.torn.com/profiles.php?XID=575176,Baldr's Extra List 2
614750,franinator,25,3.7k,https://www.torn.com/profiles.php?XID=614750,Legacy List 7
466947,paulski,25,"3,707",https://www.torn.com/profiles.php?XID=466947,Baldr's Extra List 2
325378,-MaRcI-,25,"3,715",https://www.torn.com/profiles.php?XID=325378,Baldr's Extra List 2
1278107,jakoar40,25,"3,891",https://www.torn.com/profiles.php?XID=1278107,Baldr's Extra List 2
711660,applexster,25,4.0k,https://www.torn.com/profiles.php?XID=711660,Legacy List 5
463919,Excelin,25,"4,181",https://www.torn.com/profiles.php?XID=463919,Baldr's Extra List 2 | Legacy List 5
578558,corbs92,25,4.7k,https://www.torn.com/profiles.php?XID=578558,Legacy List 7
436308,YoungMoneyy,25,"4,791",https://www.torn.com/profiles.php?XID=436308,Baldr's Extra List 2
824198,DiddlesHimself,25,5.0k,https://www.torn.com/profiles.php?XID=824198,Legacy List 1
930653,JonnyIR86,25,"5,194",https://www.torn.com/profiles.php?XID=930653,Baldr's Extra List 2
380958,thugz-bunny,25,"5,521",https://www.torn.com/profiles.php?XID=380958,Baldr's Extra List 2
349371,xjoorx,25,"5,788",https://www.torn.com/profiles.php?XID=349371,Baldr's Extra List 2
184845,KSpoon,25,"5,815",https://www.torn.com/profiles.php?XID=184845,Baldr's Extra List 2
1368528,haikal,25,6.0k,https://www.torn.com/profiles.php?XID=1368528,Legacy List 1
931279,blobbydude1,25,"6,878",https://www.torn.com/profiles.php?XID=931279,Baldr's Extra List 2
355177,knife_fight,25,"6,964",https://www.torn.com/profiles.php?XID=355177,Baldr's Extra List 2
815125,Sai_Deschain,25,"7,110",https://www.torn.com/profiles.php?XID=815125,Baldr's Extra List 2
228051,_-M0B-_,25,"7,457",https://www.torn.com/profiles.php?XID=228051,Baldr's Extra List 2
670049,alria,25,7.5k,https://www.torn.com/profiles.php?XID=670049,Legacy List 2
536940,hartay,25,7.9k,https://www.torn.com/profiles.php?XID=536940,Legacy List 3
545762,ZachMan94,25,"8,139",https://www.torn.com/profiles.php?XID=545762,Baldr's Extra List 2
507362,jesusjerusalem,25,"8,173",https://www.torn.com/profiles.php?XID=507362,Baldr's Extra List 2
497872,-BC-Home_Slice,25,8.3k,https://www.torn.com/profiles.php?XID=497872,Legacy List 7
520008,co2k4,25,9.8k,https://www.torn.com/profiles.php?XID=520008,Legacy List 6
902361,Arkham,25,9.9k,https://www.torn.com/profiles.php?XID=902361,Legacy List 6
1259362,General_Patton,25,10.4k,https://www.torn.com/profiles.php?XID=1259362,Legacy List 11
760737,fuglette,25,10.9k,https://www.torn.com/profiles.php?XID=760737,Legacy List 9
602869,Harp,25,11.1k,https://www.torn.com/profiles.php?XID=602869,Legacy List 2
900561,DeDee,25,11.5k,https://www.torn.com/profiles.php?XID=900561,Legacy List 11
492255,CanadianKush,25,12.1k,https://www.torn.com/profiles.php?XID=492255,Legacy List 1
463586,-BC-monkey_joe1,25,12.6k,https://www.torn.com/profiles.php?XID=463586,Legacy List 8
1537495,AmphM3,25,12.6k,https://www.torn.com/profiles.php?XID=1537495,Legacy List 3
272760,twister63,25,12900,https://www.torn.com/profiles.php?XID=272760,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
865385,dethbabe,25,13.2k,https://www.torn.com/profiles.php?XID=865385,Legacy List 12
1039621,bhote,25,15.1k,https://www.torn.com/profiles.php?XID=1039621,Legacy List 10
386818,dnick493,25,16.1k,https://www.torn.com/profiles.php?XID=386818,Legacy List 2
2047644,R0cknR0lla,25,16700,https://www.torn.com/profiles.php?XID=2047644,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
4980,Finnishboy,25,16.8k,https://www.torn.com/profiles.php?XID=4980,Legacy List 6
219054,amy_gray,25,17000,https://www.torn.com/profiles.php?XID=219054,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
1362214,Furamax,25,17.0k,https://www.torn.com/profiles.php?XID=1362214,Legacy List 10
1565523,Hawk000,25,17.6k,https://www.torn.com/profiles.php?XID=1565523,Legacy List 4
28699,Ryoma,25,"18,392",https://www.torn.com/profiles.php?XID=28699,Baldr's Extra List 2
557812,CypriotWarrior,25,18.5k,https://www.torn.com/profiles.php?XID=557812,Legacy List 9
527437,chapman317,25,19.4k,https://www.torn.com/profiles.php?XID=527437,Torn Forum Leveling Targets - Targets 10k-100k estimated stats | Legacy List 3
111800,Dezla,25,19.7k,https://www.torn.com/profiles.php?XID=111800,Legacy List 13
975896,Azmodeus,25,19.9k,https://www.torn.com/profiles.php?XID=975896,Legacy List 7
555262,E2-Gangsta-007,25,19.9k,https://www.torn.com/profiles.php?XID=555262,Legacy List 3
748390,Al-qassam,25,20.2k,https://www.torn.com/profiles.php?XID=748390,Legacy List 12
1443837,ALFplay,25,20.2k,https://www.torn.com/profiles.php?XID=1443837,Legacy List 1
1159381,-miriam-,25,20.5k,https://www.torn.com/profiles.php?XID=1159381,Legacy List 10
1082453,alcapone899,25,21.1k,https://www.torn.com/profiles.php?XID=1082453,Legacy List 13
979263,-iNnoCenTx,25,22100,https://www.torn.com/profiles.php?XID=979263,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
589031,bobey3,25,38.7k,https://www.torn.com/profiles.php?XID=589031,Legacy List 12
526221,EmoKitten192,25,39000,https://www.torn.com/profiles.php?XID=526221,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
21507,Weavr,25,45000,https://www.torn.com/profiles.php?XID=21507,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
2270812,Pahal,25,59000,https://www.torn.com/profiles.php?XID=2270812,Torn Forum Leveling Targets - Targets 10k-100k estimated stats
1020179,ginge121,25,113.6k,https://www.torn.com/profiles.php?XID=1020179,Legacy List 13
567293,Gh0sT120,25,403.0k,https://www.torn.com/profiles.php?XID=567293,Legacy List 12
965274,Aztus,25,3.76m,https://www.torn.com/profiles.php?XID=965274,Legacy List 8
892352,he_is_a_bot,25,6.36m,https://www.torn.com/profiles.php?XID=892352,Legacy List 5
932892,EndlessHaze,25,7.61m,https://www.torn.com/profiles.php?XID=932892,Legacy List 4
1265642,agreaves,24,94,https://www.torn.com/profiles.php?XID=1265642,Baldr's List 2 | Legacy List 8
861978,killatrone_4000,24,155,https://www.torn.com/profiles.php?XID=861978,Baldr's List 2 | Legacy List 1
993561,natashamarie,24,177,https://www.torn.com/profiles.php?XID=993561,Baldr's List 2 | Legacy List 9
475911,lordzenn,24,197,https://www.torn.com/profiles.php?XID=475911,Baldr's List 2 | Legacy List 5
853558,xVx-Assassin,24,207,https://www.torn.com/profiles.php?XID=853558,Baldr's List 2 | Legacy List 5
1199867,transvaaler,24,234,https://www.torn.com/profiles.php?XID=1199867,Baldr's List 2 | Legacy List 4
556637,-SasukeUchiha-,24,235,https://www.torn.com/profiles.php?XID=556637,Baldr's List 2 | Legacy List 7
318410,mroq,24,279,https://www.torn.com/profiles.php?XID=318410,Baldr's List 2 | Legacy List 8
627612,AnnabellLee,24,293,https://www.torn.com/profiles.php?XID=627612,Baldr's List 2 | Legacy List 9
646007,dj95,24,301,https://www.torn.com/profiles.php?XID=646007,Legacy List 4
719349,DJJR,24,337,https://www.torn.com/profiles.php?XID=719349,Baldr's List 2 | Legacy List 5
969920,jackiboi2k8,24,337,https://www.torn.com/profiles.php?XID=969920,Baldr's List 2 | Legacy List 11
656275,JoeCool555,24,356,https://www.torn.com/profiles.php?XID=656275,Baldr's List 2 | Legacy List 12
587991,silverwings19,24,363,https://www.torn.com/profiles.php?XID=587991,Baldr's List 2 | Legacy List 13
586812,lowlaynsten,24,368,https://www.torn.com/profiles.php?XID=586812,Baldr's List 2 | Legacy List 6
590277,evil-one,24,396,https://www.torn.com/profiles.php?XID=590277,Baldr's List 2 | Legacy List 9
178235,sidmire,24,396,https://www.torn.com/profiles.php?XID=178235,Baldr's List 2 | Legacy List 12
44940,LilPimpinjr,24,406,https://www.torn.com/profiles.php?XID=44940,Baldr's List 2 | Legacy List 3
983314,killer133,24,416,https://www.torn.com/profiles.php?XID=983314,Baldr's List 2 | Legacy List 2
888467,cascao,24,428,https://www.torn.com/profiles.php?XID=888467,Baldr's List 2 | Legacy List 12
1306114,artsmart020,24,459,https://www.torn.com/profiles.php?XID=1306114,Baldr's List 2 | Legacy List 10
